"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1123","1.0044381498075317E+0","1.2098219477515610E-20","9.4818006543268788E-4","-8.6884062363140839E-16","-3.8588161611699148E-3","-8.9659418958023516E-16","3.0001261615639501E+0","3.0845904342589412E+0","6.7522826548477088E-1","7.3880172505435098E+2","1.901109735892602E-7"
"1122","1.0044338401610646E+0","1.2098155412832663E-20","1.0180241862816450E-3","2.7200261188892350E-16","-3.9029630013652206E-3","4.6787892285829571E-16","3.0001253683825402E+0","3.0837553391279102E+0","6.7504546006899246E-1","7.2230283907553996E+2","1.901109735892602E-7"
"1121","1.0044277489640510E+0","1.2098187309911109E-20","1.1066346074667872E-3","4.5632777879803519E-16","-3.9617348944115324E-3","1.4944289137525178E-16","3.0001242893073301E+0","3.0825964327309379E+0","6.7479177116832156E-1","7.0031539193720505E+2","1.901109735892602E-7"
"1120","1.0044213087103113E+0","1.2098175062497267E-20","1.1905322638060647E-3","-1.0320862304959045E-15","-4.0199252203903602E-3","-6.0681385583880230E-16","3.0001231943215498E+0","3.0813927898522855E+0","6.7452828928619268E-1","6.7853527859623705E+2","1.901109735892602E-7"
"1119","1.0044145644588036E+0","1.2098155240852961E-20","1.2701511518499662E-3","9.4479697051031692E-16","-4.0771597641606596E-3","3.1660211748563373E-16","3.0001220908863702E+0","3.0801507846547040E+0","6.7425640975042944E-1","6.5711928726238705E+2","1.901109735892602E-7"
"1118","1.0044075570474258E+0","1.2098172711467959E-20","1.3458718046713523E-3","-4.2029045171725187E-16","-4.1331810331757847E-3","-7.9527906426091696E-16","3.0001209848256298E+0","3.0788755829037466E+0","6.7397726336623565E-1","6.3617898578623397E+2","1.901109735892602E-7"
"1117","1.0044003234088650E+0","1.2098175660991607E-20","1.4180275948164321E-3","4.8617344849749681E-17","-4.1878168923259844E-3","1.4921075496284049E-16","3.0001198807044198E+0","3.0775714289155927E+0","6.7369177923013579E-1","6.1579188964675598E+2","1.901109735892602E-7"
"1116","1.0043928968589435E+0","1.2098161740434253E-20","1.4869112543660164E-3","-4.1265099728316692E-16","-4.2409577697513157E-3","-4.0544584633132926E-16","3.0001187821091300E+0","3.0762418533276339E+0","6.7340073021172564E-1","5.9600978496512505E+2","1.901109735892602E-7"
"1115","1.0043853073706723E+0","1.2098169802903793E-20","1.5527808325131423E-3","1.5484551555080217E-16","-4.2925400171677213E-3","3.5660911658640584E-16","3.0001176918571701E+0","3.0748898253319430E+0","6.7310476627814220E-1","5.7686497333334796E+2","1.901109735892602E-7"
"1114","1.0043775818389225E+0","1.2098191199926560E-20","1.6158648523385713E-3","1.5175786193635470E-15","-4.3425336875703114E-3","2.2315623253259249E-15","3.0001166121559999E+0","3.0735178658536846E+0","6.7280443926923661E-1","5.5837500067652400E+2","1.901109735892602E-7"
"1113","1.0043697443362238E+0","1.2098187428839768E-20","1.6763666618969787E-3","-2.7843363353201999E-16","-4.3909334993735734E-3","3.8507751486387336E-16","3.0001155447254901E+0","3.0721281330211556E+0","6.7250022160728262E-1","5.4054625712426400E+2","1.901109735892602E-7"
"1112","1.0043618163583765E+0","1.2098201888291574E-20","1.7344680635920753E-3","-6.1615971998571707E-16","-4.4377521161251422E-3","1.2167857803412184E-16","3.0001144908930599E+0","3.0707224877303947E+0","6.7219252064931234E-1","5.2337674290053303E+2","1.901109735892602E-7"
"1111","1.0043538170581028E+0","1.2098201992707594E-20","1.7903323298880806E-3","5.0722899675610569E-16","-4.4830151228770270E-3","9.3102299856205265E-16","3.0001134516687600E+0","3.0693025447028828E+0","6.7188168986383590E-1","5.0685819990056700E+2","1.901109735892602E-7"
"1110","1.0043457634651911E+0","1.2098201135449074E-20","1.8441067106518237E-3","-6.6719719867521696E-16","-4.5267572560673385E-3","6.1074903340983163E-16","3.0001124278048099E+0","3.0678697128110395E+0","6.7156803765824158E-1","4.9097776210561301E+2","1.901109735892602E-7"
"1109","1.0043376706919915E+0","1.2098201440737301E-20","1.8959245245205975E-3","1.0898624650201352E-15","-4.5690195666518189E-3","2.0757830745265906E-15","3.0001114198435399E+0","3.0664252273426369E+0","6.7125183444159575E-1","4.7571923512190898E+2","1.901109735892602E-7"
"1108","1.0043295521237467E+0","1.2098201487459084E-20","1.9459069112988075E-3","-2.1562728565908896E-16","-4.6098472828802993E-3","1.8388346975171896E-16","3.0001104281560500E+0","3.0649701761193122E+0","6.7093331834208225E-1","4.6106409222247601E+2","1.901109735892602E-7"
"1107","1.0043214195935948E+0","1.2098202887565564E-20","1.9941643086233960E-3","-3.5816724756135776E-16","-4.6492882008659997E-3","1.0742269295610240E-15","3.0001094529736099E+0","3.0635055208649384E+0","6.7061269988461703E-1","4.4699224483149300E+2","1.901109735892602E-7"
"1106","1.0043132835425594E+0","1.2098201283428655E-20","2.0407977034005141E-3","-4.1161275178106796E-16","-4.6873914753105157E-3","6.5397915738115750E-16","3.0001084944134702E+0","3.0620321148520873E+0","6.7029016585372503E-1","4.3348264104287102E+2","1.901109735892602E-7"
"1105","1.0043051531650891E+0","1.2098200615076227E-20","2.0858996987184915E-3","1.0733071201813116E-15","-4.7242067149394339E-3","1.5562863520177766E-15","3.0001075524998999E+0","3.0605507175975615E+0","6.6996588251044620E-1","4.2051372571016401E+2","1.901109735892602E-7"
"1104","1.0042970365408777E+0","1.2098199078852216E-20","2.1295554288487360E-3","-5.3084175317770236E-16","-4.7597833107473567E-3","-4.6518386996122067E-16","3.0001066271815899E+0","3.0590620071922827E+0","6.6963999829139376E-1","4.0806379523136098E+2","1.901109735892602E-7"
"1103","1.0042889407538871E+0","1.2098198346028704E-20","2.1718433482265497E-3","8.8233725728227060E-16","-4.7941699425097049E-3","4.4319823559948233E-16","3.0001057183460702E+0","3.0575665907145129E+0","6.6931264608824637E-1","3.9611126614647702E+2","1.901109735892602E-7"
"1102","1.0042808719994709E+0","1.2098199570368535E-20","2.2128359155969861E-3","-8.7381777181119868E-16","-4.8274142220093540E-3","-1.5558961025766838E-15","3.0001048258315799E+0","3.0560650130772857E+0","6.6898394518448467E-1","3.8463487718674799E+2","1.901109735892602E-7"
"1101","1.0042728356806139E+0","1.2098202216773341E-20","2.2526001900583003E-3","2.8568919878168111E-16","-4.8595624411641395E-3","5.3615246155637069E-16","3.0001039494369302E+0","3.0545577645848261E+0","6.6865400290951849E-1","3.7361383951852099E+2","1.901109735892602E-7"
"1100","1.0042648364941889E+0","1.2098202095668422E-20","2.2911983529385733E-3","-1.3486770547084443E-15","-4.8906594005508064E-3","-8.4537604493033990E-16","3.0001030889297402E+0","3.0530452874177381E+0","6.6832291605831928E-1","3.6302794468995398E+2","1.901109735892602E-7"
"1099","1.0042568785081947E+0","1.2098202495351906E-20","2.3286881666372519E-3","-3.1659134977501257E-16","-4.9207482994696843E-3","-3.1346259290916489E-17","3.0001022440532399E+0","3.0515279812226894E+0","6.6799077211502189E-1","3.5285764043059800E+2","1.901109735892602E-7"
"1098","1.0042489652307958E+0","1.2098203210818686E-20","2.3651233797653375E-3","-1.0172946919835351E-16","-4.9498706729008603E-3","8.6278284631899010E-16","3.0001014145319300E+0","3.0500062079494539E+0","6.6765765031177193E-1","3.4308408105261998E+2","1.901109735892602E-7"
"1097","1.0042410996720177E+0","1.2098203490297842E-20","2.4005540861354820E-3","2.9511103608619519E-16","-4.9780663640550653E-3","-7.8654351775717508E-16","3.0001006000763200E+0","3.0484802960516091E+0","6.6732362254827349E-1","3.3368915726469999E+2","1.901109735892602E-7"
"1096","1.0042332843988093E+0","1.2098203952210371E-20","2.4350270440865554E-3","-4.2668460325965059E-16","-5.0053735236914683E-3","-3.5654454902402054E-16","3.0000998003868000E+0","3.0469505441470575E+0","6.6698875419309089E-1","3.2465551130245399E+2","1.901109735892602E-7"
"1095","1.0042255215841931E+0","1.2098203985917082E-20","2.4685859612859490E-3","4.1270935535001174E-16","-5.0318286293900725E-3","4.0072658379317961E-16","3.0000990151569402E+0","3.0454172242172382E+0","6.6665310478396800E-1","3.1596653977478002E+2","1.901109735892602E-7"
"1094","1.0042178130510817E+0","1.2098204612230105E-20","2.5012717497184945E-3","-1.3012352113275218E-16","-5.0574665194507628E-3","1.5472671995927333E-16","3.0000982440761401E+0","3.0438805844118098E+0","6.6631672864178371E-1","3.0760638742254503E+2","1.901109735892602E-7"
