"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1024","1.0204577386016411E+0","-5.7594651446675620E-21","-2.3533874722588797E-24","1.3475060811488573E-14","2.3582802144921292E-5","-1.1743834964882813E-24","3.0036090815590701E+0","3.0764753342946225E+0","1.7291764664565688E+0","9.6812152582294800E+2","2.528017528540000E-5"
"1023","1.0204073218469683E+0","-5.7579098385330841E-21","-4.0172315145730972E-25","1.3255091649621006E-14","3.4885077481083403E-4","-2.6437510520630269E-24","3.0036089859587300E+0","3.0764903101185896E+0","1.7291848838302044E+0","9.6807168449118103E+2","2.528017528540000E-5"
"1022","1.0203566273389202E+0","-5.7642594326777576E-21","1.7415703075867085E-24","1.3714001344021925E-14","6.7458972427031361E-4","5.8495412026231078E-24","3.0036087234203301E+0","3.0765314408737199E+0","1.7292080019527603E+0","9.6793482056788696E+2","2.528017528540000E-5"
"1021","1.0203056586265726E+0","-5.7725356040023481E-21","3.6747970308672242E-24","1.3651264139823647E-14","1.0007778293476650E-3","-5.9778295262250377E-24","3.0036082940327899E+0","3.0765987228848553E+0","1.7292458187585622E+0","9.6771100622280801E+2","2.528017528540000E-5"
"1020","1.0202544193746448E+0","-5.7710756646197954E-21","2.5355727815782188E-24","1.4198177032118867E-14","1.3273930666352883E-3","9.2556566288201658E-25","3.0036076979418098E+0","3.0766921502641242E+0","1.7292983309382484E+0","9.6740035790886202E+2","2.528017528540000E-5"
"1019","1.0202029133635062E+0","-5.7812842969080712E-21","-4.7505532611139561E-25","1.5712760674030956E-14","1.6544132117345218E-3","5.1718033135200177E-24","3.0036069353502302E+0","3.0768117147462775E+0","1.7293655338462186E+0","9.6700304379674606E+2","2.528017528540000E-5"
"1018","1.0201511444890641E+0","-5.7983456363389762E-21","-1.5215598847191775E-24","1.4543698183389916E-14","1.9818158410030776E-3","-4.8699754472215122E-24","3.0036060065181300E+0","3.0769574056156679E+0","1.7294474214595918E+0","9.6651927387733701E+2","2.528017528540000E-5"
"1017","1.0200991167625462E+0","-5.7829230401285461E-21","6.5123187323243050E-25","1.6176764504074292E-14","2.3095783336377225E-3","8.1967289798814817E-24","3.0036049117630599E+0","3.0771292096655638E+0","1.7295439863553383E+0","9.6594930865934998E+2","2.528017528540000E-5"
"1016","1.0200468343101281E+0","-5.7972363045840057E-21","6.3482684095869824E-25","1.8116700444090661E-14","2.6376778743997984E-3","-2.3538479385159409E-24","3.0036036514601601E+0","3.0773271111167286E+0","1.7296552196645141E+0","9.6529345038823305E+2","2.528017528540000E-5"
"1015","1.0199943013724511E+0","-5.7851051703427591E-21","1.0970726553159078E-24","1.4783695493268535E-14","2.9660914567281108E-3","-2.0167012666574625E-24","3.0036022260422701E+0","3.0775510915634010E+0","1.7297811110419015E+0","9.6455204873313801E+2","2.528017528540000E-5"
